title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
The Runaways (2010),1107978.0,10000000.0,805115.0,6.5,106,44811.0,2.35
Diary of a Wimpy Kid (2010),75700498.0,15000000.0,22126166.0,6.2,120,40378.0,1.85
The Last Song (2010),92678948.0,20000000.0,16007426.0,6.0,107,77932.0,2.39
Iron Man 2 (2010),623933331.0,200000000.0,128122480.0,7.0,124,689938.0,2.35
Marmaduke (2010),89895930.0,50000000.0,11599661.0,4.3,87,13762.0,2.35
A Nightmare on Elm Street (2010),115664037.0,35000000.0,32902299.0,5.2,95,88849.0,2.35
Robin Hood (2010),321669741.0,200000000.0,36063385.0,6.6,140,245935.0,2.39
Blue Valentine (2010),16566240.0,3500000.0,193728.0,7.4,112,176603.0,1.66
Killers (2010),98159963.0,75000000.0,15837266.0,5.4,100,84566.0,2.35
Prince of Persia: The Sands of Time (2010),335154643.0,200000000.0,37813075.0,6.6,116,263191.0,2.39
Sex and the City 2 (2010),294680778.0,100000000.0,36835353.0,4.5,146,71535.0,1.85
The Back-up Plan (2010),77477008.0,35000000.0,12201710.0,5.4,104,47187.0,2.35
Letters to Juliet (2010),82148538.0,30000000.0,13540486.0,6.5,105,88622.0,2.35
The A-Team (2010),177238796.0,110000000.0,25669455.0,6.7,117,240366.0,2.35
Toy Story 3 (2010),1068879522.0,200000000.0,110307189.0,8.3,103,722323.0,1.33
Winter's Bone (2010),13831503.0,2000000.0,84887.0,7.2,100,131388.0,1.85
Shrek Forever After (2010),752600867.0,165000000.0,70838207.0,6.3,93,175750.0,1.78
The Twilight Saga: Eclipse (2010),698491347.0,68000000.0,83637242.0,5.0,124,218451.0,2.35
The Last Airbender (2010),319731881.0,150000000.0,51804232.0,4.1,103,141895.0,2.35
Predators (2010),127233108.0,40000000.0,24760882.0,6.4,107,205622.0,2.39
Despicable Me (2010),543113985.0,69000000.0,56397125.0,7.6,95,481487.0,1.85
Inception (2010),825532764.0,160000000.0,62785337.0,8.8,148,1935577.0,2.39
Grown Ups (2010),271430189.0,80000000.0,40506562.0,5.9,102,218852.0,1.85
The Sorcerer's Apprentice (2010),215283742.0,150000000.0,17619622.0,6.1,109,148063.0,2.39
Knight and Day (2010),261930436.0,117000000.0,20139985.0,6.3,109,174318.0,2.35
The Karate Kid (2010),359126022.0,40000000.0,55665805.0,6.2,140,153014.0,2.39
The Kids Are All Right (2010),34705850.0,3500000.0,491971.0,7.0,106,122780.0,1.85
Salt (2010),293503304.0,110000000.0,36011243.0,6.4,100,285446.0,2.39
Charlie St. Cloud (2010),48190704.0,44000000.0,12381585.0,6.4,99,56621.0,2.35
The Other Guys (2010),170432927.0,100000000.0,35543162.0,6.6,107,231961.0,2.35
The Expendables (2010),274470394.0,80000000.0,34825135.0,6.5,103,316224.0,2.35
Scott Pilgrim vs. the World (2010),132000000.0,60000000.0,10609795.0,7.5,112,356021.0,1.85
Piranha 3D (2010),83188165.0,24000000.0,10106872.0,5.4,88,83678.0,2.35
The American (2010),67876281.0,20000000.0,16662333.0,6.3,105,88868.0,2.35
Machete (2010),44093316.0,10500000.0,14102888.0,6.6,105,186253.0,1.85
Step Up 3D (2010),159291809.0,30000000.0,15812311.0,6.2,107,54301.0,1.85
Vampires Suck (2010),81424988.0,20000000.0,12202831.0,3.4,82,45258.0,1.85
The Social Network (2010),224920315.0,40000000.0,22445653.0,7.7,120,591093.0,2.39
The Town (2010),154026136.0,37000000.0,23808032.0,7.5,125,334808.0,2.39
Easy A (2010),74952305.0,8000000.0,17734040.0,7.1,92,342815.0,1.85
Eat Pray Love (2010),204594016.0,60000000.0,23104523.0,5.8,133,82754.0,1.85
Wall Street: Money Never Sleeps (2010),134748021.0,70000000.0,19011188.0,6.2,133,95577.0,2.39
Legend of the Guardians: The Owls of Ga'Hoole (2010),140073390.0,80000000.0,16112211.0,6.9,97,75660.0,2.35
Cats & Dogs: The Revenge of Kitty Galore (2010),112483764.0,85000000.0,12279363.0,4.3,82,13241.0,1.85
Middle Men (2009),24493605.0,22000000.0,325641.0,6.8,105,35791.0,2.35
Secretariat (2010),60251371.0,35000000.0,12694770.0,7.2,123,25392.0,2.35
Devil (2010),62695489.0,10000000.0,12289375.0,6.2,80,125297.0,2.35
You Again (2010),32005248.0,20000000.0,8407513.0,5.8,105,47949.0,2.35
Life as We Know It (2010),105648706.0,38000000.0,14506464.0,6.5,114,117460.0,2.39
Inside Job (2010),7871522.0,2000000.0,39649.0,8.2,109,67028.0,2.35
Jackass 3D (2010),171000000.0,20000000.0,50353641.0,7.0,95,54979.0,1.78
RED (2010),199006387.0,58000000.0,21761408.0,7.0,111,278872.0,2.35
Paranormal Activity 2 (2010),177512032.0,3000000.0,40678424.0,5.6,91,95669.0,1.85
Hereafter (2010),105197635.0,50000000.0,220322.0,6.4,129,88696.0,2.39
Due Date (2010),211780824.0,65000000.0,32689406.0,6.5,95,313179.0,2.35
127 Hours (2010),60738797.0,18000000.0,264851.0,7.6,94,335248.0,1.85
Megamind (2010),321885765.0,130000000.0,46016833.0,7.2,95,216927.0,2.39
Black Swan (2010),329398046.0,13000000.0,1443809.0,8.0,108,672590.0,2.35
Unstoppable (2010),167805466.0,100000000.0,22688457.0,6.8,98,178337.0,2.35
Morning Glory (1933),60040976.0,40000000.0,9203266.0,6.5,107,70023.0,2.35
The Next Three Days (2010),67448651.0,35000000.0,6542779.0,7.4,133,174640.0,2.35
Somewhere (2010),13936909.0,7000000.0,119086.0,6.3,97,41254.0,1.85
Tangled (2010),591794936.0,260000000.0,48767052.0,7.7,100,385534.0,1.85
The Fighter (2010),129190869.0,25000000.0,12135468.0,7.8,116,327107.0,2.35
London Boulevard (2010),6872403.0,25000000.0,3431.0,6.2,103,45469.0,1.85
Skyline (2010),78693371.0,10000000.0,11692415.0,4.4,92,84998.0,2.35
Beastly (2011),43165571.0,17000000.0,9851102.0,5.6,86,73999.0,2.35
Love & Other Drugs (2010),102820008.0,30000000.0,9739161.0,6.7,112,173287.0,1.85
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),418186950.0,155000000.0,24005069.0,6.3,113,135257.0,1.78
The Tourist (2010),278346189.0,100000000.0,16472458.0,6.0,103,214541.0,2.35
True Grit (2010),252276927.0,38000000.0,24850000.0,7.6,110,295954.0,2.35
TRON: Legacy (2010),400062763.0,170000000.0,44026211.0,6.8,125,304464.0,1.78
Rabbit Hole (2010),5129058.0,5000000.0,53778.0,7.0,91,46183.0,1.85
Little Fockers (2010),310650585.0,100000000.0,30833665.0,5.5,98,102574.0,1.85
Gulliver's Travels (2010),237382724.0,112000000.0,6307691.0,4.9,85,63467.0,2.35
Burlesque (2010),89519773.0,55000000.0,11947744.0,6.4,119,74698.0,2.39:1
Yogi Bear (2010),201584141.0,80000000.0,16411322.0,4.6,80,19621.0,1.85
The Green Hornet (2011),227817248.0,120000000.0,33526876.0,5.8,119,151403.0,2.35
Season of the Witch (2011),91627228.0,40000000.0,10612375.0,5.4,95,87988.0,1.85
Cowboys & Aliens (2011),174822325.0,163000000.0,36431290.0,6.0,119,201517.0,2.39
The Dilemma (2011),69721966.0,70000000.0,17816230.0,5.3,111,50375.0,2.35
Limitless (2011),161849455.0,27000000.0,18907302.0,7.4,105,509206.0,2.35
I Spit on Your Grave (2010),572809.0,2000000.0,32064.0,6.3,108,72364.0,2.35
No Strings Attached (2011),149228077.0,25000000.0,19652921.0,6.2,108,204710.0,2.35
The Lincoln Lawyer (2011),87145086.0,40000000.0,13206453.0,7.3,118,203451.0,2.35
The Rite (2011),97143987.0,37000000.0,14789393.0,6.0,114,88127.0,2.35
Country Strong (2010),20529194.0,15000000.0,30000.0,6.3,117,16786.0,2.35
Sanctum (2011),108943221.0,30000000.0,9447930.0,5.9,108,52084.0,1.85
Paul (2011),101162106.0,40000000.0,13043310.0,7.0,104,227190.0,2.35
Rango (2011),245724603.0,135000000.0,38079323.0,7.2,107,225119.0,1.78
The Adjustment Bureau (2011),127869379.0,50200000.0,21157730.0,7.0,106,234512.0,1.85
The Mechanic (2011),76347393.0,40000000.0,11422006.0,6.6,93,145770.0,2.35
Hall Pass (2011),83160734.0,36000000.0,13535374.0,5.8,105,116587.0,2.35
I Am Number Four (2011),149878437.0,60000000.0,22755854.0,6.1,111,222457.0,1.85
Battle Los Angeles (2011),211819354.0,75000000.0,37573187.0,5.7,116,170008.0,2.35
Just Go with It (2011),214945591.0,80000000.0,30514732.0,6.4,117,210240.0,1.85
Red Riding Hood (2011),90300442.0,42000000.0,14005335.0,5.4,100,104841.0,2.35
"Big Mommas: Like Father, Like Son (2011)",82686066.0,32000000.0,19000000.0,4.4,107,24483.0,2.35
Source Code (2011),147332697.0,32000000.0,14812094.0,7.5,93,467233.0,1.85
Sucker Punch (2011),89792502.0,82000000.0,19058199.0,6.0,110,223347.0,2.39
Insidious (2010),97009150.0,1500000.0,13271464.0,6.8,103,265478.0,2.35
Diary of a Wimpy Kid: Rodrick Rules (2011),72417394.0,21000000.0,23751502.0,6.5,99,24371.0,1.78
Hop (2011),184924333.0,63000000.0,37543710.0,5.4,95,29889.0,1.85
Hanna (2011),63782078.0,30000000.0,12370549.0,6.8,111,184060.0,2.35
Arthur (2011),45735397.0,40000000.0,12222756.0,5.7,110,49829.0,1.85
Scream 4 (2011),97138686.0,40000000.0,18692090.0,6.1,111,122662.0,2.35
Rio (2011),487519809.0,90000000.0,39225962.0,6.9,96,198354.0,2.35
Thor (2011),449326618.0,150000000.0,65723338.0,7.0,115,714885.0,2.39
Water for Elephants (2011),117094902.0,38000000.0,16842353.0,6.9,120,108112.0,2.35
Fast Five (2011),626137675.0,125000000.0,86198765.0,7.3,130,340497.0,2.39
Soul Surfer (2011),47088990.0,18000000.0,10601862.0,7.0,112,43293.0,2.35
Something Borrowed (2011),65090821.0,35000000.0,13945368.0,5.9,112,55763.0,1.85
Bridesmaids (2011),288383523.0,32500000.0,26247410.0,6.8,125,258084.0,2.39:1
Priest (2011),78309131.0,60000000.0,14953664.0,5.7,87,111141.0,2.35
Pirates of the Caribbean: On Stranger Tides (2011),1045713802.0,378500000.0,90151958.0,6.6,136,462979.0,2.39
The Tree of Life (2011),54303319.0,32000000.0,493788.0,6.8,139,161772.0,1.85
The Hangover Part II (2011),586764305.0,80000000.0,85946294.0,6.4,102,447262.0,2.39
The Roommate (2011),40492759.0,16000000.0,15002635.0,4.8,91,34492.0,2.35
Kung Fu Panda 2 (2011),665692281.0,150000000.0,47835000.0,7.2,90,240504.0,2.39
X-Men: First Class (2011),353624124.0,160000000.0,55101604.0,7.7,131,627696.0,2.39
Beginners (2010),14311701.0,3200000.0,141340.0,7.2,105,85557.0,1.85
Super 8 (2011),260095986.0,50000000.0,35451168.0,7.0,112,328284.0,2.35
Green Lantern (2011),219851172.0,200000000.0,53174303.0,5.5,114,259174.0,2.35
Mr. Popper's Penguins (2011),189624452.0,55000000.0,18445355.0,6.0,94,83986.0,1.85
Bad Teacher (2011),216197492.0,20000000.0,31603106.0,5.6,92,186808.0,1.85
Why Did I Get Married Too? (2010),60673972.0,20000000.0,29289537.0,4.7,121,8848.0,1.85
Transformers: Dark of the Moon (2011),1123790543.0,195000000.0,97852865.0,6.2,154,375037.0,2.39
Larry Crowne (2011),72008245.0,30000000.0,13006875.0,6.1,98,60958.0,2.39
Your Highness (2011),24856478.0,49900000.0,9360020.0,5.5,102,94684.0,2.35
Takers (2010),69055695.0,20000000.0,20512304.0,6.2,107,55575.0,2.35
Zookeeper (2011),169852759.0,80000000.0,20065617.0,5.2,102,54652.0,2.35
Horrible Bosses (2011),209638559.0,35000000.0,28302165.0,6.9,98,409206.0,2.39:1
Cars 2 (2011),559852396.0,200000000.0,66135507.0,6.1,106,149248.0,2.39
Drive (2011),81358796.0,15000000.0,11340461.0,7.8,100,544804.0,2.35
Captain America: The First Avenger (2011),370569774.0,140000000.0,65058524.0,6.9,124,704504.0,1.85
"Crazy, Stupid, Love. (2011)",142851197.0,50000000.0,19104303.0,7.4,118,452121.0,2.39:1
One Day (2011),59389433.0,15000000.0,5079566.0,7.0,107,132486.0,2.35
Winnie the Pooh (2011),50145607.0,30000000.0,7857076.0,7.2,63,20559.0,1.85
The Smurfs (2011),563749323.0,110000000.0,35611637.0,5.4,103,80316.0,1.78
Friends with Benefits (2011),149542245.0,35000000.0,18622150.0,6.5,109,327547.0,2.35
Rise of the Planet of the Apes (2011),482860185.0,93000000.0,54806191.0,7.6,105,484018.0,2.35
The Change-Up (2011),75997067.0,52000000.0,13531115.0,6.3,112,160021.0,2.35
The Help (2011),216639112.0,25000000.0,26044590.0,8.1,146,407274.0,1.85
Glee: The 3D Concert Movie (2011),18663238.0,9000000.0,5961231.0,5.4,84,5496.0,1.85
Final Destination 5 (2011),157887643.0,40000000.0,18031396.0,5.8,92,102126.0,2.39
Spy Kids 4-D: All the Time in the World (2011),85564310.0,27000000.0,11644672.0,3.5,89,21324.0,1.85
The Debt (2010),45636368.0,20000000.0,9949109.0,6.8,113,62465.0,2.35
Conan the Barbarian (2011),63356133.0,90000000.0,10021215.0,5.2,113,92963.0,2.35
A Better Life (2011),1863419.0,10000000.0,62087.0,7.2,98,14905.0,1.85
Moneyball (2011),110206216.0,50000000.0,19501302.0,7.6,133,342681.0,1.85
The Avengers (2012),1517935897.0,220000000.0,207438708.0,8.0,143,1222092.0,1.78
Warrior (2011),24215385.0,25000000.0,5242107.0,8.2,140,417805.0,2.35
The Ides of March (2011),75993061.0,12500000.0,10470143.0,7.1,101,210547.0,2.35
50/50 (2011),39187783.0,8000000.0,8644095.0,7.6,100,307649.0,1.85
Take Shelter (2011),3099314.0,5000000.0,52041.0,7.4,121,86838.0,2.35
Real Steel (2011),299268508.0,110000000.0,27319677.0,7.1,127,289234.0,2.35
Footloose (2011),63543328.0,24000000.0,15556113.0,5.9,113,44530.0,2.35
The Thing (2011),31505287.0,38000000.0,8493665.0,6.2,103,116776.0,2.39
The Three Musketeers (2011),132274484.0,75000000.0,8674452.0,5.7,110,100418.0,2.35
In Time (2011),173930596.0,40000000.0,12050368.0,6.7,109,356506.0,2.35
Margin Call (2011),19484997.0,3500000.0,561904.0,7.1,107,111073.0,1.85
Paranormal Activity 3 (2011),207039844.0,5000000.0,52568183.0,5.8,83,87672.0,1.85
Abduction (2011),86648359.0,35000000.0,10925253.0,5.1,106,74283.0,2.35
Machine Gun Preacher (2011),1104633.0,30000000.0,45130.0,6.8,129,61380.0,2.35
Tower Heist (2011),152930623.0,75000000.0,24025190.0,6.2,104,128933.0,2.35
J. Edgar (2011),84606030.0,35000000.0,11217324.0,6.5,137,118801.0,2.39
The Adventures of Tintin (2011),373993951.0,135000000.0,9720993.0,7.3,107,209007.0,2.39
Immortals (2011),226904017.0,75000000.0,32206425.0,6.0,110,156689.0,1.85
Jack and Jill (2011),150519217.0,79000000.0,25003575.0,3.3,91,74627.0,1.85
The Descendants (2011),177243185.0,20000000.0,1190096.0,7.3,115,227326.0,2.35
The Muppets (2011),165184237.0,45000000.0,29239026.0,7.1,103,84759.0,1.85
The Twilight Saga: Breaking Dawn - Part 1 (2011),712171856.0,110000000.0,138122261.0,4.9,117,214843.0,2.35
War Horse (2011),177584879.0,66000000.0,14527972.0,7.2,146,141294.0,2.39
Extremely Loud & Incredibly Close (2011),55247881.0,40000000.0,110775.0,6.9,129,95226.0,2.35
The Expendables 2 (2012),268993000.0,100000000.0,28591370.0,6.6,103,284404.0,2.35
The Hunger Games (2012),694394724.0,78000000.0,152535747.0,7.2,142,815320.0,2.35
The Bourne Legacy (2012),276144750.0,125000000.0,38142825.0,6.7,135,275926.0,2.39
Sherlock Holmes: A Game of Shadows (2011),545448418.0,125000000.0,39637079.0,7.5,129,406205.0,2.39
Young Adult (2011),22939027.0,12000000.0,310263.0,6.2,94,77050.0,1.85
New Year's Eve (2011),142044638.0,56000000.0,13019180.0,5.7,118,79195.0,1.85
Mission: Impossible - Ghost Protocol (2011),694713380.0,145000000.0,29556629.0,7.4,132,441310.0,1.43
We Bought a Zoo (2011),120081841.0,50000000.0,9450000.0,7.1,124,130322.0,1.85
The Girl with the Dragon Tattoo (2009),232617430.0,90000000.0,12750000.0,7.8,158,402313.0,2.39
The Darkest Hour (2011),64626786.0,30000000.0,3000000.0,4.9,89,56303.0,2.35
Alvin and the Chipmunks: Chipwrecked (2011),342695435.0,75000000.0,23244744.0,4.3,87,29662.0,1.85
Intruders (2011),3012210.0,13000000.0,7620.0,5.4,100,19704.0,2.35
The Devil Inside (2012),101758490.0,750000.0,33732515.0,4.2,83,34231.0,1.85
Contraband (2012),96262212.0,25000000.0,24349815.0,6.5,109,113670.0,2.35
Underworld Awakening (2012),160112671.0,70000000.0,25306725.0,6.4,88,141854.0,1.85
The Grey (2011),84339696.0,25000000.0,19665101.0,6.8,117,234352.0,2.35
Man on a Ledge (2012),46221189.0,42000000.0,8001932.0,6.6,102,141049.0,2.35
Apollo 18 (2011),25562924.0,5000000.0,8704271.0,5.2,86,52500.0,1.33
Red Tails (2012),50365498.0,58000000.0,18782154.0,5.9,125,32509.0,2.35
One for the Money (2012),36893721.0,40000000.0,11515790.0,5.3,91,39429.0,2.35
Chronicle (2012),126636097.0,12000000.0,22004098.0,7.0,84,234124.0,1.85
The Vow (2012),196114570.0,30000000.0,41202458.0,6.8,104,178517.0,2.35
Journey 2: The Mysterious Island (2012),335260290.0,79000000.0,27335363.0,5.8,94,87881.0,1.78
Ghost Rider: Spirit of Vengeance (2011),149217355.0,57000000.0,22115334.0,4.3,96,107074.0,2.35
Project X (2012),102731865.0,12000000.0,21051363.0,6.6,88,183094.0,1.85
The Lorax (2012),348840316.0,70000000.0,70217070.0,6.4,86,93558.0,1.85
Act of Valor (2012),82497035.0,12000000.0,10121.0,6.5,110,64730.0,2.35
This Means War (2012),156491279.0,65000000.0,17405930.0,6.3,103,171231.0,2.35
John Carter (2012),284139100.0,250000000.0,30180188.0,6.6,132,248167.0,2.35
21 Jump Street (2012),201585328.0,42000000.0,36302612.0,7.2,109,493104.0,2.35
American Reunion (2012),234989584.0,50000000.0,21514080.0,6.7,113,196809.0,1.85
The Cabin in the Woods (2011),70768144.0,30000000.0,14743614.0,7.0,95,355670.0,2.40
The Raven (2012),22485095.0,26000000.0,7289642.0,6.4,110,80788.0,2.35
Mirror Mirror (2012),183018522.0,85000000.0,18132085.0,5.6,106,81335.0,1.85
Battleship (2012),303025485.0,209000000.0,25534825.0,5.8,131,229877.0,2.39
The Five-Year Engagement (2012),53909751.0,30000000.0,10610060.0,6.2,124,90371.0,1.85
Think Like a Man (2012),96070507.0,12000000.0,33000000.0,6.5,122,42165.0,2.35
The Lucky One (2012),99357138.0,25000000.0,22518358.0,6.5,101,97705.0,2.35
Safe (2012),41564670.0,30000000.0,7892539.0,6.5,94,99350.0,2.35
Dark Shadows (2012),245527149.0,150000000.0,29685274.0,6.2,113,238194.0,1.85
The Dictator (2012),179379533.0,65000000.0,17435092.0,6.4,83,260847.0,2.39
Men in Black 3 (2012),624026776.0,225000000.0,54592779.0,6.8,106,324026.0,1.85
Snow White and the Huntsman (2012),396592829.0,170000000.0,56217700.0,6.1,127,265184.0,2.39
Chernobyl Diaries (2012),38390020.0,1000000.0,7955307.0,5.0,86,62277.0,1.85
Prometheus (2012),403354469.0,130000000.0,51050101.0,7.0,124,552351.0,1.66
Moonrise Kingdom (2012),68263166.0,16000000.0,522996.0,7.8,94,303624.0,1.85
Madagascar 3: Europe's Most Wanted (2012),746921274.0,145000000.0,60316738.0,6.8,93,154633.0,1.85
Brave (2012),538983207.0,185000000.0,66323594.0,7.1,93,355577.0,2.39
What to Expect When You're Expecting (2012),84384002.0,40000000.0,10547068.0,5.7,110,67716.0,2.35
Abraham Lincoln: Vampire Hunter (2012),116471580.0,69000000.0,16306974.0,5.9,105,145852.0,2.35
Rock of Ages (2012),59418613.0,75000000.0,14437269.0,5.9,123,71640.0,2.35
Ted (2012),549368315.0,50000000.0,54415205.0,6.9,106,553299.0,1.85
Magic Mike (2012),167221571.0,7000000.0,39127170.0,6.1,110,127189.0,2.35
The Amazing Spider-Man (2012),757930663.0,230000000.0,62004688.0,6.9,136,541728.0,1.43
Ice Age: Continental Drift (2012),879765137.0,95000000.0,46629259.0,6.6,88,183358.0,2.35
Beasts of the Southern Wild (2012),21080058.0,1800000.0,169702.0,7.3,93,78942.0,1.85
Savages (2012),82966152.0,45000000.0,16016910.0,6.5,131,118228.0,2.39
Madea's Witness Protection (2012),66899242.0,20000000.0,25390575.0,4.9,114,9786.0,1.85
The Watch (2012),68267862.0,68000000.0,12750297.0,5.7,102,118329.0,2.35
Killer Joe (2011),3665069.0,11000000.0,37864.0,6.7,102,69884.0,1.85
Ruby Sparks (2012),9128263.0,8000000.0,140822.0,7.2,104,92933.0,1.85
Total Recall (2012),198467168.0,125000000.0,25577758.0,6.3,118,234011.0,2.35
The Campaign (2012),104907746.0,95000000.0,26588460.0,6.1,85,121461.0,1.85
Hope Springs (2012),114281051.0,30000000.0,14650121.0,6.3,100,39549.0,2.35
ParaNorman (2012),107139399.0,60000000.0,14087050.0,7.0,92,90356.0,2.35
Diary of a Wimpy Kid: Dog Days (2012),77112176.0,22000000.0,14623599.0,6.3,94,20569.0,1.78
The Odd Life of Timothy Green (2012),52685425.0,25000000.0,10822903.0,6.6,105,43783.0,1.85
Lawless (2012),53676580.0,26000000.0,10001566.0,7.3,116,220444.0,2.35
Piranha 3DD (2012),8493728.0,5000000.0,182237.0,3.7,83,38511.0,1.85
The Possession (2012),85446075.0,14000000.0,17732480.0,5.9,92,55128.0,2.35
Bachelorette (2012),11947954.0,3000000.0,181494.0,5.3,87,44111.0,2.35
The Words (2012),13231461.0,6000000.0,4750894.0,7.0,102,72345.0,1.85
Pitch Perfect (2012),113042075.0,17000000.0,5149433.0,7.2,112,265709.0,1.85
Samsara (2011),5966671.0,4000000.0,105000.0,8.5,102,31310.0,2.39
Looper (2012),176506819.0,30000000.0,20801552.0,7.4,113,516645.0,2.39
That's My Boy (2012),58058367.0,70000000.0,13453714.0,5.5,116,86675.0,2.35
Trouble with the Curve (2012),48963137.0,30000000.0,12162040.0,6.8,111,57943.0,2.39
The Master (2012),28258060.0,32000000.0,736311.0,7.2,138,143444.0,1.85
End of Watch (2012),53041274.0,7000000.0,13152683.0,7.6,109,219581.0,1.85
Katy Perry: Part of Me (2012),32151701.0,12000000.0,7138266.0,5.8,93,13149.0,1.85
Frankenweenie (2012),81491068.0,39000000.0,11412213.0,6.9,87,93228.0,1.85
Sinister (2012),87727807.0,3000000.0,18007634.0,6.8,110,207564.0,2.35
Hotel Transylvania (2012),358375603.0,85000000.0,42522194.0,7.1,91,213250.0,1.85
Argo (2012),232325503.0,44500000.0,19458109.0,7.7,120,552842.0,2.39
Liberal Arts (2012),1150681.0,2000000.0,27435.0,6.7,97,34935.0,2.35
Hoodwinked Too! Hood vs. Evil (2011),23352752.0,30000000.0,4108630.0,4.7,86,11685.0,1.85
Paranormal Activity 4 (2012),142838957.0,5000000.0,29003866.0,4.6,88,60163.0,1.85
Alex Cross (2012),34588412.0,35000000.0,11396768.0,5.1,101,31472.0,2.35
Here Comes the Boom (2012),73239258.0,42000000.0,11816596.0,6.4,105,83451.0,1.85
Killing Them Softly (2012),37930465.0,15000000.0,6812900.0,6.2,97,127332.0,2.35
The Sessions (2012),9138338.0,1000000.0,113467.0,7.2,95,40449.0,1.85
Wreck-It Ralph (2012),471222889.0,165000000.0,49038712.0,7.7,101,362813.0,2.39
Silver Linings Playbook (2012),236412453.0,21000000.0,443003.0,7.7,122,639079.0,2.35
Flight (2012),161772375.0,31000000.0,24900566.0,7.3,138,312659.0,2.39
Life of Pi (2012),609016565.0,120000000.0,22451514.0,7.9,127,556950.0,1.33
The Man with the Iron Fists (2012),19721245.0,15000000.0,7910980.0,5.4,95,59230.0,2.35
Lincoln (2012),275293450.0,65000000.0,21049406.0,7.3,150,235920.0,2.39
The Twilight Saga: Breaking Dawn - Part 2 (2012),832660037.0,120000000.0,141067634.0,5.5,115,221682.0,2.35
Red Dawn (2012),50950296.0,65000000.0,14276668.0,5.4,93,71361.0,2.35
Rise of the Guardians (2012),306941670.0,145000000.0,23773465.0,7.3,97,150660.0,1.85
Step Up Revolution (2012),165552290.0,33000000.0,11731708.0,6.4,99,52403.0,2.39
"Peace, Love & Misunderstanding (2011)",1105020.0,10000000.0,105960.0,5.9,96,7645.0,2.35
Hitchcock (2012),23570541.0,15700000.0,287715.0,6.8,98,69994.0,2.35
Zero Dark Thirty (2012),132820716.0,40000000.0,417150.0,7.4,157,260198.0,1.85
Warm Bodies (2013),116980662.0,35000000.0,20353967.0,6.9,98,213348.0,2.35
The Guilt Trip (2012),41860614.0,40000000.0,5390000.0,5.7,95,34461.0,2.35
Jack Reacher (2012),218340595.0,60000000.0,15210156.0,7.0,130,295170.0,2.35
Django Unchained (2012),425368238.0,100000000.0,30688000.0,8.4,165,1277972.0,2.39
This Is 40 (2012),88058786.0,35000000.0,12030690.0,6.2,134,122476.0,2.35
Parental Guidance (2012),119772232.0,25000000.0,14800000.0,6.0,105,24249.0,1.85
Texas Chainsaw 3D (2013),47241945.0,20000000.0,21744470.0,4.8,92,43574.0,2.35
Gangster Squad (2013),105200903.0,60000000.0,17070347.0,6.7,113,200800.0,2.39
A Haunted House (2013),60141683.0,2500000.0,18101682.0,5.0,86,41956.0,1.85
The Last Stand (2013),48330757.0,45000000.0,6281433.0,6.3,107,129795.0,2.35
Parker (2013),48543388.0,35000000.0,7008222.0,6.2,118,109036.0,2.35
Side Effects (2013),63372757.0,30000000.0,9303145.0,7.1,106,174174.0,1.85
Identity Thief (2013),173965010.0,35000000.0,34551025.0,5.7,111,119689.0,2.35
Beautiful Creatures (2013),60052138.0,60000000.0,7582595.0,6.1,124,81835.0,2.35
A Good Day to Die Hard (2013),304654182.0,92000000.0,24834845.0,5.3,98,192970.0,1.85
21 & Over (2013),45582380.0,13000000.0,8754168.0,5.8,93,70311.0,2.35
Safe Haven (2013),97594140.0,28000000.0,21401594.0,6.7,115,100401.0,2.35
Universal Soldier: Day of Reckoning (2012),1402307.0,11500000.0,3181.0,5.0,114,18671.0,2.35
Escape from Planet Earth (2013),74597643.0,40000000.0,15891055.0,5.9,89,23887.0,2.35
Before Midnight (2013),23380979.0,3000000.0,246914.0,7.9,109,130528.0,1.85
Snitch (2013),57824674.0,15000000.0,13167607.0,6.4,112,80495.0,2.35
G.I. Joe: Retaliation (2013),375740705.0,130000000.0,40501814.0,5.8,110,169065.0,2.35
Oz the Great and Powerful (2013),493311825.0,215000000.0,79110453.0,6.3,130,195338.0,1.33
The Croods (2013),587204668.0,135000000.0,43639736.0,7.2,98,183102.0,2.39
The Call (2013),68572378.0,13000000.0,17118745.0,6.7,94,107385.0,1.85
Olympus Has Fallen (2013),161025640.0,70000000.0,30373794.0,6.5,119,247370.0,2.39
The Host (2013),63327201.0,40000000.0,10600112.0,5.9,125,108071.0,2.35
Evil Dead (2013),97542952.0,17000000.0,25775847.0,6.5,91,151273.0,2.39
Oblivion (2013),286168572.0,120000000.0,37054485.0,7.0,124,468606.0,1.9
Scary Movie 5 (2013),78378744.0,20000000.0,14157367.0,3.5,88,62687.0,1.85
Pain & Gain (2013),86175291.0,26000000.0,20244505.0,6.4,129,194022.0,2.39
This Is the End (2013),126041322.0,32000000.0,20719162.0,6.6,107,371929.0,2.35
Iron Man 3 (2013),1215439994.0,200000000.0,174144585.0,7.2,130,723971.0,2.39
Star Trek Into Darkness (2013),467365246.0,190000000.0,70165559.0,7.7,132,453772.0,1.43
The Internship (2013),93492844.0,58000000.0,17325307.0,6.3,119,184149.0,2.35
The Hangover Part III (2013),362000072.0,103000000.0,41775000.0,5.8,100,281900.0,2.39
