title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
The Tigger Movie (2000),96159800.0,30000000.0,9427532.0,6.3,77,16409.0,1.33
Pitch Black (2000),53187659.0,23000000.0,14015741.0,7.1,109,219218.0,2.39
The Whole Nine Yards (2000),106371651.0,41300000.0,15915676.0,6.7,98,106478.0,1.85
Wonder Boys (2000),8312406.0,55000000.0,87505.0,7.3,107,59793.0,2.35
The Next Best Thing (2000),24362772.0,25000000.0,5870387.0,4.6,108,10501.0,1.85
Mission to Mars (2000),110983407.0,100000000.0,22855247.0,5.7,114,68515.0,2.35
Erin Brockovich (2000),256271286.0,52000000.0,28138465.0,7.3,131,165902.0,1.85
Final Destination (2000),112880294.0,23000000.0,10015822.0,6.7,98,219890.0,1.85
National Lampoon's Animal House (1978),3371006.0,3000000.0,201747.0,7.5,109,107976.0,1.85
Death Wish II (1982),45000000.0,2000000.0,1871487.0,6.1,89,13665.0,1.85
Death Wish 3 (1985),19838666.0,9000000.0,5319116.0,5.9,92,13298.0,1.85
Dying Young (1991),82264675.0,18000000.0,9725885.0,6.1,111,14340.0,1.85
Band of the Hand (1986),5387430.0,8700000.0,2235720.0,6.3,109,2597.0,1.85
Romeo Must Die (2000),91036760.0,25000000.0,18014503.0,6.1,115,64807.0,2.35
The Road to El Dorado (2000),76529181.0,95000000.0,12846652.0,6.9,89,79450.0,1.85
Hook (1991),300854823.0,70000000.0,13522535.0,6.8,142,223883.0,2.39
Frequency (2000),68106245.0,31000000.0,9025584.0,7.3,118,97445.0,2.35
Arthur (1981),13353000.0,7000000.0,2719534.0,6.9,97,24735.0,1.85
Predator (1987),38532010.0,15000000.0,12031638.0,7.8,107,357404.0,1.85
28 Days (2000),62198945.0,43000000.0,10310672.0,6.0,103,42522.0,1.37
American Psycho (2000),34266564.0,7000000.0,4961015.0,7.6,101,457083.0,1.78
Keeping the Faith (2000),59945183.0,29000000.0,8078671.0,6.3,128,48795.0,1.85
Gossip (2000),12591270.0,24000000.0,2321729.0,5.9,90,14024.0,2.35
The Virgin Suicides (1999),10409377.0,6000000.0,235122.0,7.2,97,138462.0,1.66
The Flintstones in Viva Rock Vegas (2000),59468275.0,83000000.0,10518435.0,3.6,90,20497.0,1.85
Gladiator (2000),457640427.0,103000000.0,34819017.0,8.5,155,1273419.0,2.39
Battlefield Earth (2000),8253978.0,73000000.0,11548898.0,2.5,118,74318.0,2.35
Dinosaur (2000),354248063.0,127500000.0,38854851.0,6.5,82,50324.0,1.85
Loser (2000),18404706.0,20000000.0,6008611.0,5.3,98,25906.0,1.85
Road Trip (2000),119754278.0,16000000.0,15484004.0,6.4,93,152703.0,1.85
Mission: Impossible II (2000),565400000.0,125000000.0,57845297.0,6.1,123,301334.0,2.39
Shanghai Noon (2000),99274467.0,55000000.0,19647065.0,6.6,110,115435.0,2.39
Monsieur Verdoux (1947),1500000.0,2000000.0,1044.0,7.9,124,14803.0,1.37
Predator 2 (1990),57120318.0,35000000.0,8784943.0,6.3,108,140105.0,1.37
Bird on a Wire (1990),138699000.0,20000000.0,15338160.0,6.0,110,38192.0,2.35
Gone in 60 Seconds (2000),237202299.0,90000000.0,25336048.0,6.5,118,252749.0,2.39
"Me, Myself & Irene (2000)",149270999.0,51000000.0,24209385.0,6.6,116,215544.0,1.85
The Patriot (2000),215294342.0,110000000.0,22413710.0,7.2,165,245135.0,2.39
The Perfect Storm (2000),328718434.0,140000000.0,41325042.0,6.4,130,150923.0,2.39
The Kid (2000),110317580.0,65000000.0,12687726.0,6.1,104,39071.0,1.85
Scary Movie (2000),278019771.0,19000000.0,42346669.0,6.2,88,223296.0,2.35
But I'm a Cheerleader (1999),2595216.0,1200000.0,60410.0,6.6,85,24394.0,1.85
X-Men (2000),296339527.0,75000000.0,54471475.0,7.4,104,553053.0,2.39
What Lies Beneath (2000),291420351.0,100000000.0,29702959.0,6.6,130,113901.0,2.39
Nutty Professor II: The Klumps (2000),166339890.0,84000000.0,42518830.0,4.4,106,46958.0,1.85
Coyote Ugly (2000),113916474.0,45000000.0,17319282.0,5.7,100,103489.0,2.39
Hollow Man (2000),118000000.0,95000000.0,26414386.0,5.8,112,118982.0,1.85
Space Cowboys (2000),128884132.0,65000000.0,18093776.0,6.4,130,71081.0,2.39
Steel Magnolias (1989),95904091.0,15000000.0,5425440.0,7.3,117,44282.0,1.85
The Replacements (2000),5317452.0,50000000.0,11039214.0,6.6,118,56168.0,1.85
The Cell (2000),104155843.0,33000000.0,17515050.0,6.3,107,92367.0,2.39:1
The Original Kings of Comedy (2000),38251106.0,13000000.0,11053832.0,6.9,115,5193.0,1.85
The Way of the Gun (2000),13069740.0,8500000.0,2150979.0,6.7,119,30854.0,1.85
Almost Famous (2000),14848839.0,60000000.0,2314646.0,7.9,122,242102.0,1.85
Leyendas urbanas: Corte final (2000),17105555.0,14000000.0,8505513.0,4.3,97,15442.0,2.35
Remember the Titans (2000),136706683.0,30000000.0,20905831.0,7.8,113,190021.0,2.39
Digimon: The Movie (2000),7012038.0,5000000.0,4233304.0,6.1,82,6547.0,1.85
Get Carter (2000),4445811.0,63600000.0,6637830.0,5.2,102,31597.0,2.35
Meet the Parents (2000),330444045.0,55000000.0,28623300.0,7.0,108,300697.0,1.85
Requiem for a Dream (2000),7390108.0,4500000.0,64770.0,8.3,102,730223.0,1.37
The Contender (2000),22361811.0,20000000.0,5363900.0,6.9,126,22236.0,1.85
Dr. T & the Women (2000),22844291.0,23000000.0,5012867.0,4.6,122,17232.0,2.35
Lost Souls (2000),31355910.0,50000000.0,7954766.0,4.8,97,10214.0,2.35
Pay It Forward (2000),55707411.0,40000000.0,9631359.0,7.2,123,109617.0,1.85
Book of Shadows: Blair Witch 2 (2000),21300000.0,15000000.0,13223887.0,3.9,90,34725.0,1.85
Charlie's Angels (2000),264105545.0,93000000.0,40128550.0,5.5,98,170364.0,2.39
Little Nicky (2000),58292295.0,85000000.0,16063904.0,5.3,90,94618.0,1.85
Men of Honor (2000),82343495.0,32000000.0,13339465.0,7.2,129,103650.0,2.35
Red Planet (2000),15983079.0,80000000.0,8721296.0,5.7,106,53795.0,2.35
The 6th Day (2000),61481197.0,82000000.0,13020883.0,5.9,123,113347.0,2.35
How the Grinch Stole Christmas (2000),345141403.0,123000000.0,55082330.0,6.2,104,194744.0,1.85
102 Dalmatians (2000),183611771.0,85000000.0,19883351.0,4.9,100,33246.0,1.85
Unbreakable (2000),154500000.0,75000000.0,30330771.0,7.3,106,372275.0,2.39
Dungeons & Dragons (2000),33807409.0,45000000.0,7237422.0,3.6,107,31225.0,1.85
Vertical Limit (2000),215663859.0,75000000.0,15507845.0,5.9,124,56815.0,1.85
Born on the Fourth of July (1989),161001698.0,14000000.0,172021.0,7.2,145,93302.0,2.20
"Dude, Where's My Car? (2000)",73180723.0,13000000.0,13845914.0,5.5,83,131261.0,1.37
The Emperor's New Groove (2000),169327687.0,100000000.0,9812302.0,7.3,78,169785.0,1.85
What Women Want (2000),191300000.0,70000000.0,33614543.0,6.4,127,185543.0,1.37
Finding Forrester (2000),80049764.0,43000000.0,701207.0,7.3,136,80409.0,2.39
The Gift (2000),44567606.0,10000000.0,11827.0,6.6,112,61133.0,1.85
Cast Away (2000),429632142.0,90000000.0,28883406.0,7.8,143,494974.0,1.85
The Family Man (2000),124745083.0,60000000.0,15104055.0,6.8,125,99862.0,2.39
Miss Congeniality (2000),212742720.0,45000000.0,13853686.0,6.2,109,178125.0,1.85
Dracula 2000 (2000),47053625.0,54000000.0,8636567.0,4.9,99,31180.0,2.35
Thirteen Days (2000),66579890.0,80000000.0,46668.0,7.3,145,52157.0,1.85
Traffic (2000),207515725.0,48000000.0,15517549.0,7.6,147,190226.0,1.85
Save the Last Dance (2001),131706809.0,13000000.0,27526443.0,6.2,112,55328.0,1.85
Beverly Hills Cop II (1987),299965036.0,28000000.0,26348555.0,6.5,100,102457.0,2.39
Beverly Hills Cop (1984),316360478.0,14000000.0,15214805.0,7.3,105,155093.0,1.37
Jaws: The Revenge (1987),31118000.0,23000000.0,7154890.0,3.0,89,39019.0,2.35
Masters of the Universe (1987),100000000.0,22000000.0,4883168.0,5.4,106,35314.0,1.85
Hannibal (2001),351692268.0,87000000.0,58003121.0,6.8,131,243954.0,1.85
Sweet November (2001),65754228.0,40000000.0,11015226.0,6.7,119,82764.0,1.85
Monkeybone (2001),2210366.0,75000000.0,2685078.0,4.7,93,16239.0,1.85
The Mexican (2001),81000000.0,35000000.0,20108829.0,6.1,123,100025.0,2.35
15 Minutes (2001),56359980.0,60000000.0,10523154.0,6.1,120,47342.0,2.35
Double Impact (1991),80500000.0,15000000.0,7574703.0,5.6,110,36341.0,1.85
Exit Wounds (2001),79958599.0,50000000.0,18485586.0,5.6,101,31185.0,2.35
Memento (2000),39723096.0,9000000.0,235488.0,8.4,113,1071338.0,2.39
Heartbreakers (2001),57756408.0,35000000.0,11801323.0,6.2,123,49977.0,2.35
Spy Kids (2001),147934180.0,35000000.0,1576897.0,5.4,88,103830.0,1.85
The Tailor of Panama (2001),28008462.0,18000000.0,1837068.0,6.1,109,27103.0,2.35
Along Came a Spider (2001),105178561.0,60000000.0,16712407.0,6.4,104,72298.0,2.35
Blow (2001),83282296.0,53000000.0,12443461.0,7.6,124,231635.0,2.35
Scarface (1983),65884703.0,25000000.0,242821.0,8.3,170,699236.0,2.39
The Forsaken (2001),8704851.0,15000000.0,3020159.0,5.3,90,8151.0,1.85
Town & Country (2001),3652318.0,90000000.0,3029858.0,4.4,104,4553.0,1.85
The Mummy Returns (2001),433013274.0,98000000.0,68139035.0,6.3,130,291571.0,2.39
Nine to Five (1980),2490513.0,10000000.0,3966832.0,6.8,109,25963.0,1.85
A Knight's Tale (2001),117487473.0,65000000.0,16511391.0,6.9,132,162950.0,2.35
Shrek (2001),484409218.0,60000000.0,42347760.0,7.8,90,587407.0,1.75
Pearl Harbor (2001),449220945.0,140000000.0,75177654.0,6.2,183,301686.0,2.39
City Slickers (1991),179033791.0,27000000.0,13032121.0,6.7,113,45920.0,1.85
The Animal (2001),84772742.0,47000000.0,19610520.0,4.8,84,55304.0,1.85
Evolution (2001),98376292.0,80000000.0,13408351.0,6.1,101,116031.0,1.85
Swordfish (2001),147080413.0,102000000.0,18145632.0,6.5,99,172194.0,2.35
Tootsie (1982),38974697.0,22000000.0,5540470.0,7.4,116,93088.0,2.39
Atlantis: The Lost Empire (2001),186053000.0,120000000.0,329011.0,6.9,95,97610.0,1.66
Lara Croft: Tomb Raider (2001),274703340.0,115000000.0,47735743.0,5.8,100,191733.0,1.85
Dr. Dolittle 2 (2001),176104344.0,70000000.0,25037039.0,4.7,87,40447.0,2.39
The Fast and the Furious (2001),207283925.0,38000000.0,40089015.0,6.8,106,332708.0,2.39
A.I. Artificial Intelligence (2001),235927000.0,100000000.0,29352630.0,7.2,146,281882.0,1.78
Cats & Dogs (2001),200687492.0,60000000.0,21707617.0,5.1,87,54501.0,1.85
Scary Movie 2 (2001),141220678.0,45000000.0,20503356.0,5.3,83,144044.0,1.85
Another Woman (1988),2700398.0,10000000.0,75196.0,7.3,81,12259.0,1.85
The Cannonball Run (1981),17639570.0,18000000.0,11765654.0,6.3,95,31669.0,1.85
Final Fantasy: The Spirits Within (2001),85131830.0,137000000.0,11408853.0,6.4,106,78946.0,1.85
Legally Blonde (2001),141774679.0,18000000.0,20377426.0,6.3,96,174363.0,2.39
Cocktail (1988),171504781.0,20000000.0,11789466.0,5.9,104,76476.0,1.85
The Land Before Time (1988),84460846.0,12500000.0,7526025.0,7.4,69,76302.0,1.85
Return of the Living Dead II (1988),840846.0,6200000.0,4576000.0,5.8,89,17490.0,1.85
Black Rain (1989),134212055.0,30000000.0,9677102.0,6.7,125,47312.0,2.20
Harlem Nights (1989),95900000.0,30000000.0,16000000.0,6.1,116,19301.0,1.85
Jurassic Park III (2001),368780809.0,93000000.0,50771645.0,5.9,92,284891.0,1.37
America's Sweethearts (2001),138191428.0,46000000.0,30181877.0,5.7,102,53364.0,2.35
Ghost World (2001),2543544.0,7000000.0,98791.0,7.3,111,109621.0,1.85
Planet of the Apes (2001),362211740.0,100000000.0,68532960.0,5.7,119,205398.0,2.35
Sea of Love (1989),110879513.0,19000000.0,10017840.0,6.8,113,36172.0,1.85
Uncle Buck (1989),79258538.0,15000000.0,8794501.0,7.0,100,80567.0,1.85
The War of the Roses (1989),160188546.0,26000000.0,9488794.0,6.8,116,46157.0,1.85
The Princess Diaries (2001),57086197.0,26000000.0,22862269.0,6.3,111,121534.0,1.85
American Pie 2 (2001),287553595.0,30000000.0,45117985.0,6.4,108,231815.0,1.85
Rat Race (2001),85498534.0,48000000.0,11662094.0,6.4,112,105538.0,2.39
Jeepers Creepers (2001),59217789.0,10000000.0,15831700.0,6.2,90,106295.0,1.85
Rock Star (2001),19334145.0,57000000.0,6018636.0,6.3,105,39761.0,2.35
Glitter (2001),5271666.0,22000000.0,2414596.0,2.2,104,21089.0,2.39
Training Day (2001),104876233.0,45000000.0,22550788.0,7.7,122,370558.0,2.35
Don't Say a Word (2001),100020092.0,50000000.0,17090474.0,6.3,113,47153.0,2.39
Joy Ride (2001),37000000.0,23000000.0,7347259.0,6.6,97,61962.0,2.35
Serendipity (2001),77516304.0,28000000.0,13309241.0,6.9,90,100600.0,1.78
Bandits (1997),67631903.0,75000000.0,13050700.0,6.5,123,63602.0,2.35
From Hell (2001),74558115.0,35000000.0,11014818.0,6.8,122,142652.0,2.35
Riding in Cars with Boys (2001),35743308.0,48000000.0,10404652.0,6.5,132,25917.0,1.85
K-PAX (2001),65001485.0,68000000.0,17215275.0,7.4,120,170869.0,2.35
Thir13en Ghosts (2001),26600000.0,42000000.0,15165355.0,5.6,91,76414.0,1.33
Donnie Darko (2001),7510877.0,4500000.0,24728.0,8.0,113,716774.0,2.35
Life as a House (2001),5920746.0,27000000.0,294056.0,7.5,125,42146.0,2.39
"Monsters, Inc. (2001)",562816256.0,115000000.0,5040000.0,8.0,92,776183.0,1.85
The One (2001),72689126.0,49000000.0,19112404.0,5.9,87,86858.0,2.35
Shallow Hal (2001),141069860.0,40000000.0,22518295.0,5.9,114,123714.0,1.85
In the Bedroom (2001),43368779.0,1700000.0,93972.0,7.4,130,36361.0,2.35
Behind Enemy Lines (2001),32896412.0,40000000.0,18736133.0,6.4,106,96434.0,2.35
Ocean's Eleven (2001),450717150.0,85000000.0,38107822.0,7.8,116,491577.0,2.39
Not Another Teen Movie (2001),66468332.0,15000000.0,12615116.0,5.7,89,93439.0,1.85
Vanilla Sky (2001),203388341.0,68000000.0,25015518.0,6.9,136,240136.0,1.85
The Royal Tenenbaums (2001),19077240.0,21000000.0,276981.0,7.6,110,254971.0,2.35
Jimmy Neutron: Boy Genius (2001),102992536.0,30000000.0,18554948.0,6.0,82,29328.0,1.85
Kate & Leopold (2001),76019048.0,48000000.0,2562448.0,6.4,118,76457.0,1.85
A Beautiful Mind (2001),313542341.0,58000000.0,2501096.0,8.2,135,806213.0,1.85
Ali (2001),87713825.0,107000000.0,10216625.0,6.8,157,90278.0,2.39
Black Hawk Down (2001),172989651.0,92000000.0,193021.0,7.7,144,351275.0,2.39
Gosford Park (2001),87754044.0,19800000.0,3395759.0,7.2,131,76660.0,2.35
I Am Sam (2001),97818139.0,22000000.0,25993.0,7.7,132,138998.0,1.85
Another 48 Hrs. (1990),153518974.0,38000000.0,19400000.0,5.9,93,36816.0,1.85
Dragonslayer (1981),14914786.0,18000000.0,2407939.0,6.7,108,14148.0,2.20
Conan the Destroyer (1984),100042035.0,18000000.0,6876678.0,5.9,103,73775.0,2.35
Dragon: The Bruce Lee Story (1993),63512679.0,14000000.0,10000000.0,7.0,120,26295.0,2.35
The Mothman Prophecies (2002),55157539.0,32000000.0,11208851.0,6.4,119,73051.0,2.35
Collateral Damage (2002),78382433.0,85000000.0,15058432.0,5.5,108,70169.0,1.85
Crossroads (2002),61141030.0,12000000.0,17014226.0,3.5,93,37621.0,1.85
John Q (2002),102244770.0,36000000.0,23612171.0,7.1,116,118932.0,1.85
Peter Pan 2: Return to Never Land (2002),109862682.0,20000000.0,15623464.0,5.8,72,17426.0,1.66
The Good Son (1993),60417219.0,17000000.0,12500000.0,6.4,87,34996.0,1.85
Dragonfly (2002),52353400.0,60000000.0,10216025.0,6.1,104,35727.0,2.39
40 Days and 40 Nights (2002),95146283.0,17000000.0,12229529.0,5.6,96,68658.0,1.85
We Were Soldiers (2002),36538066.0,75000000.0,20212543.0,7.2,138,125413.0,2.35
The Time Machine (2002),123729176.0,80000000.0,22610437.0,6.0,96,115625.0,2.35
Ice Age (2002),383257136.0,59000000.0,46312454.0,7.5,81,421543.0,1.85
Showtime (2002),77741732.0,85000000.0,15011430.0,5.5,95,59146.0,2.35
Smokey and the Bandit (1977),1602173.0,4300000.0,1728060.0,7.0,96,42707.0,1.85
Panic Room (2002),196397415.0,48000000.0,30056751.0,6.8,112,246294.0,2.39
The Rookie (2002),80693537.0,20000000.0,16021684.0,6.9,127,30969.0,2.35
High Crimes (2002),63781100.0,42000000.0,14005550.0,6.4,115,37240.0,2.35
Changing Lanes (2002),94935764.0,45000000.0,17128062.0,6.4,98,64893.0,2.35
The Sweetest Thing (2002),43978606.0,43000000.0,9430667.0,5.2,84,53235.0,1.85
Three Men and a Baby (1987),242780960.0,11000000.0,10384392.0,6.0,102,45166.0,1.85
The Scorpion King (2002),165333180.0,60000000.0,36075875.0,5.5,92,126339.0,2.39
Spider-Man (2002),399200000.0,139000000.0,114844116.0,7.3,121,662608.0,1.85
Star Wars: Episode II - Attack of the Clones (2002),649398328.0,115000000.0,80027814.0,6.5,142,610242.0,2.39
Enough (2002),11793445.0,38000000.0,17213137.0,5.8,115,37746.0,2.35
Insomnia (2002),113714830.0,46000000.0,20930169.0,7.2,118,262109.0,2.39
Spirit: Stallion of the Cimarron (2002),122563539.0,80000000.0,23213736.0,7.1,83,61182.0,2.39
Thirteen Conversations About One Thing (2001),418488.0,4500000.0,89499.0,7.0,104,9267.0,1.85
The Sum of All Fears (2002),193921372.0,68000000.0,31178526.0,6.4,124,99545.0,2.39
Bad Company (2002),65977295.0,70000000.0,11007367.0,5.6,116,43839.0,2.39
Divine Secrets of the Ya-Ya Sisterhood (2002),73839240.0,27000000.0,16167412.0,6.1,116,17607.0,2.39
The Bourne Identity (2002),214034224.0,60000000.0,27118640.0,7.9,119,489356.0,2.39
Scooby-Doo (2002),99000000.0,84000000.0,54155312.0,5.1,86,92674.0,1.85
Windtalkers (2002),77628265.0,115000000.0,14520412.0,6.1,134,63714.0,2.39
Lilo & Stitch (2002),273144151.0,80000000.0,35260212.0,7.2,85,158696.0,1.66
Minority Report (2002),358372926.0,102000000.0,35677125.0,7.6,145,486318.0,2.39
Mr. Deeds (2002),171269535.0,50000000.0,37162787.0,5.8,96,131212.0,1.85
Like Mike (2002),62432423.0,30000000.0,12179420.0,5.3,99,18170.0,1.85
Men in Black II (2002),441818803.0,140000000.0,52148751.0,6.2,88,329647.0,1.37
Reign of Fire (2002),82150183.0,60000000.0,15632281.0,6.2,101,122489.0,2.39
Road to Perdition (2002),181001478.0,80000000.0,22079481.0,7.7,117,235657.0,2.35
Halloween: Resurrection (2002),37664855.0,15000000.0,12292121.0,4.0,94,35700.0,2.35
Eight Legged Freaks (2002),45867333.0,30000000.0,6485458.0,5.4,99,51267.0,2.39
Stuart Little 2 (2002),169956806.0,120000000.0,15115152.0,5.4,77,47866.0,1.85
Austin Powers in Goldmember (2002),296655431.0,63000000.0,73071188.0,6.2,94,189543.0,2.39
Signs (2002),408247917.0,72000000.0,60117080.0,6.7,106,326640.0,1.85
Spy Kids 2: Island of Lost Dreams (2002),119723358.0,38000000.0,16711716.0,5.1,100,57574.0,1.85
xXx (2002),277448382.0,70000000.0,44506103.0,5.9,124,169574.0,2.39
The Adventures of Pluto Nash (2002),2683893.0,100000000.0,2182900.0,3.8,95,23757.0,1.85
Blue Crush (2002),51599647.0,30000000.0,14169455.0,5.6,104,29158.0,1.85
One Hour Photo (2002),19500000.0,12000000.0,321515.0,6.8,96,110786.0,1.85
Hot Shots! (1991),181096164.0,26000000.0,10848182.0,6.8,84,95134.0,1.85
Down and Out in Beverly Hills (1986),91411255.0,14000000.0,5726495.0,6.2,103,14962.0,1.85
Barbershop (2002),77063924.0,12000000.0,20627433.0,6.3,102,28516.0,1.85
The Banger Sisters (2002),38068353.0,10000000.0,10037846.0,5.6,98,14114.0,2.35
Secretary (2002),9304609.0,4000000.0,182306.0,7.0,107,79988.0,1.85
Sweet Home Alabama (2002),53399006.0,38000000.0,35648740.0,6.2,108,98704.0,2.39
The Tuxedo (2002),104391623.0,60000000.0,15051028.0,5.4,98,76190.0,1.85
Below (2002),2622015.0,40000000.0,201431.0,6.1,105,20338.0,1.85
Punch-Drunk Love (2002),24665649.0,25000000.0,367203.0,7.3,95,139822.0,2.39
Abandon (2002),12302219.0,25000000.0,5064077.0,4.9,99,9009.0,2.35
The Ring (2002),249348933.0,48000000.0,15015393.0,7.1,115,308971.0,1.85
Naqoyqatsi (2002),155640.0,3000000.0,17154.0,6.6,89,5182.0,1.78
Saturday Night Fever (1977),237113184.0,3000000.0,3878099.0,6.8,118,67246.0,1.85
All Night Long (1981),10000000.0,14000000.0,1392852.0,5.6,87,1520.0,1.85
Ghost Ship (2002),38236393.0,35000000.0,11503423.0,5.5,91,90146.0,1.85
Jackass: The Movie (2002),79493831.0,5000000.0,2763437.0,6.6,87,78721.0,1.85
I Spy (2002),60279822.0,70000000.0,12752803.0,5.4,97,47694.0,1.37
The Santa Clause 2 (2002),172855065.0,65000000.0,29008696.0,5.6,104,47696.0,1.85
8 Mile (2002),242875078.0,41000000.0,51240555.0,7.1,110,238868.0,2.39
Solaris (2002),30002758.0,47000000.0,6752722.0,6.2,99,77069.0,2.35
Treasure Planet (2002),109578115.0,140000000.0,12083248.0,7.2,95,95852.0,1.66
They (2002),3289543.0,17000000.0,5144090.0,4.8,89,12095.0,2.35
Analyze That (2002),54994757.0,60000000.0,11034422.0,5.9,96,80169.0,1.85
Equilibrium (2002),5359645.0,20000000.0,541512.0,7.4,107,303309.0,2.35
Maid in Manhattan (2002),154906693.0,55000000.0,18711407.0,5.2,105,81303.0,2.39
Star Trek: Nemesis (2002),67312826.0,60000000.0,18513305.0,6.4,116,70951.0,2.39
About Schmidt (2002),105834556.0,30000000.0,282367.0,7.1,125,119646.0,1.85
Gangs of New York (2002),193772504.0,100000000.0,9496870.0,7.5,167,387464.0,2.35
Two Weeks Notice (2002),199043242.0,60000000.0,14328494.0,6.1,101,101986.0,1.85
The Wild Thornberrys Movie (2002),20586040.0,25000000.0,6013847.0,5.6,85,13710.0,2.39
Catch Me If You Can (2002),352114312.0,52000000.0,30082000.0,8.1,141,768843.0,1.85
Chicago (2002),306776732.0,45000000.0,2074929.0,7.1,113,208205.0,1.85
The Hours (2002),108846072.0,25000000.0,338622.0,7.5,110,120193.0,1.85
Just Married (2003),101564935.0,18000000.0,17548993.0,5.5,95,65880.0,1.85
Kangaroo Jack (2003),88929111.0,60000000.0,21895483.0,4.4,89,28147.0,2.39
Darkness Falls (2003),47488536.0,11000000.0,12024917.0,5.0,86,29482.0,2.35
Final Destination 2 (2003),90426405.0,26000000.0,16017141.0,6.2,90,146027.0,1.85
The Recruit (2003),101191884.0,46000000.0,16302063.0,6.6,115,126540.0,1.78
Firefox (1982),70687344.0,18000000.0,8152948.0,6.0,136,24132.0,2.20
How to Lose a Guy in 10 Days (2003),177371441.0,50000000.0,23774850.0,6.4,116,199369.0,1.85
Shanghai Knights (2003),88323487.0,50000000.0,19603630.0,6.2,114,97064.0,2.39
Daredevil (2003),179179718.0,78000000.0,45033454.0,5.3,103,201809.0,2.35
The Jungle Book 2 (2003),135680000.0,20000000.0,14109797.0,5.4,72,14286.0,1.33
The Life of David Gale (2003),16971092.0,50000000.0,7117225.0,7.6,130,104666.0,2.35
Old School (2003),87055349.0,24000000.0,17453216.0,7.1,88,208632.0,2.35
Cradle 2 the Grave (2003),56489558.0,25000000.0,16521486.0,5.8,101,40172.0,2.35
Bringing Down the House (2003),164729679.0,33000000.0,31101026.0,5.6,105,34016.0,2.35
Tears of the Sun (2003),42733286.0,70000000.0,17057213.0,6.6,121,109592.0,2.39
The Hunted (2003),10782486.0,55000000.0,13482638.0,6.1,94,42216.0,1.85
Boat Trip (2002),5872571.0,20000000.0,3815075.0,4.9,94,29597.0,1.85
Dreamcatcher (2003),75715436.0,68000000.0,15027423.0,5.5,136,86548.0,2.35
The Core (2003),74208267.0,60000000.0,12053131.0,5.5,135,88775.0,2.39
What a Girl Wants (2003),14622111.0,20000000.0,11434964.0,5.8,105,57021.0,2.39
A Man Apart (2003),44350926.0,36000000.0,11019224.0,6.1,109,43401.0,2.35
Phone Booth (2002),97837138.0,13000000.0,15021088.0,7.0,81,243327.0,2.39
Anger Management (2003),195745823.0,75000000.0,42220847.0,6.3,106,197338.0,2.35
Better Luck Tomorrow (2002),3809226.0,250000.0,360772.0,7.0,101,8803.0,1.85
Ghosts of the Abyss (2003),28780668.0,13000000.0,1408474.0,6.8,61,4826.0,1.78
House of 1000 Corpses (2003),4194583.0,7000000.0,3460666.0,6.1,89,73221.0,1.85
Bulletproof Monk (2003),13960630.0,52000000.0,8653542.0,5.5,104,46707.0,2.35
Holes (2003),71406573.0,20000000.0,16300155.0,7.0,117,73326.0,1.85
Legal Eagles (1986),93151591.0,40000000.0,8043360.0,6.0,116,9553.0,2.35
The Other Side of Heaven (2001),4760014.0,7000000.0,55765.0,6.4,113,3942.0,1.85
Confidence (2003),10404230.0,15000000.0,4563588.0,6.7,97,32742.0,2.35
Identity (2003),90259536.0,30000000.0,16225263.0,7.3,90,217169.0,2.35
Lizzie McGuire (2003),11273034.0,17000000.0,17338755.0,5.5,94,34319.0,2.39
Daddy Day Care (2003),164433867.0,60000000.0,27623580.0,5.5,92,61202.0,1.85
The Matrix Reloaded (2003),742128461.0,150000000.0,91774413.0,7.2,138,495526.0,2.39
Down with Love (2003),14000000.0,35000000.0,45029.0,6.2,101,38331.0,2.35
Bruce Almighty (2003),484572835.0,81000000.0,85734045.0,6.7,101,358099.0,1.85
The In-Laws (2003),3905032.0,40000000.0,9222334.0,5.7,98,15877.0,1.85
Finding Nemo (2003),936743261.0,94000000.0,16687773.0,8.1,100,907005.0,1.33
The Italian Job (2003),176070171.0,60000000.0,19457944.0,7.0,111,331262.0,2.39
Wrong Turn (2003),8922208.0,12600000.0,5161498.0,6.1,84,104607.0,1.85
2 Fast 2 Furious (2003),107376377.0,76000000.0,50472480.0,5.9,107,240716.0,2.39
Dumb and Dumberer: When Harry Met Lloyd (2003),39267515.0,19000000.0,10845064.0,3.4,85,36103.0,1.85
Rugrats Go Wild (2003),13203787.0,25000000.0,11556869.0,5.6,80,7294.0,2.39
Charlie's Angels: Full Throttle (2003),158345677.0,120000000.0,37634221.0,4.9,106,117259.0,1.78
Hulk (2003),245284946.0,137000000.0,62128420.0,5.6,138,245279.0,1.85
"Legally Blonde 2: Red, White & Blonde (2003)",124914842.0,45000000.0,22220670.0,4.8,95,59009.0,1.85
Sinbad: Legend of the Seven Seas (2003),80767884.0,60000000.0,6874477.0,6.7,86,46811.0,1.66
Terminator 3: Rise of the Machines (2003),283000000.0,200000000.0,44041440.0,6.3,109,365531.0,2.39
Pirates of the Caribbean: The Curse of the Black Pearl (2003),654264015.0,140000000.0,46630690.0,8.0,143,987112.0,2.39
The League of Extraordinary Gentlemen (2003),179265204.0,78000000.0,23075892.0,5.8,110,161707.0,2.39
Bad Boys II (2003),273339556.0,130000000.0,46522560.0,6.6,147,220166.0,2.39
