smart title
The Patriot (2000)
The Perfect Storm (2000)
The Kid (2000)
Scary Movie (2000)
But I'm a Cheerleader (1999)
X-Men (2000)
What Lies Beneath (2000)
Nutty Professor II: The Klumps (2000)
Coyote Ugly (2000)
Hollow Man (2000)
Space Cowboys (2000)
Steel Magnolias (1989)
The Replacements (2000)
The Cell (2000)
The Original Kings of Comedy (2000)
The Way of the Gun (2000)
Almost Famous (2000)
Leyendas urbanas: Corte final (2000)
Remember the Titans (2000)
Digimon: The Movie (2000)
Get Carter (2000)
Meet the Parents (2000)
Requiem for a Dream (2000)
The Contender (2000)
Dr. T & the Women (2000)
Lost Souls (2000)
Pay It Forward (2000)
Book of Shadows: Blair Witch 2 (2000)
Charlie's Angels (2000)
Little Nicky (2000)
Men of Honor (2000)
Red Planet (2000)
The 6th Day (2000)
How the Grinch Stole Christmas (2000)
102 Dalmatians (2000)
Unbreakable (2000)
Dungeons & Dragons (2000)
Vertical Limit (2000)
Born on the Fourth of July (1989)
"Dude, Where's My Car? (2000)"
The Emperor's New Groove (2000)
What Women Want (2000)
Finding Forrester (2000)
The Gift (2000)
Cast Away (2000)
The Family Man (2000)
Miss Congeniality (2000)
Dracula 2000 (2000)
Thirteen Days (2000)
Traffic (2000)
Save the Last Dance (2001)
Beverly Hills Cop II (1987)
Beverly Hills Cop (1984)
Jaws: The Revenge (1987)
Masters of the Universe (1987)
Hannibal (2001)
Sweet November (2001)
Monkeybone (2001)
The Mexican (2001)
15 Minutes (2001)
Double Impact (1991)
Exit Wounds (2001)
Memento (2000)
Heartbreakers (2001)
Spy Kids (2001)
The Tailor of Panama (2001)
Along Came a Spider (2001)
Blow (2001)
Scarface (1983)
The Forsaken (2001)
Town & Country (2001)
The Mummy Returns (2001)
Nine to Five (1980)
A Knight's Tale (2001)
Shrek (2001)
Pearl Harbor (2001)
City Slickers (1991)
The Animal (2001)
Evolution (2001)
Swordfish (2001)
Tootsie (1982)
Atlantis: The Lost Empire (2001)
Lara Croft: Tomb Raider (2001)
Dr. Dolittle 2 (2001)
The Fast and the Furious (2001)
A.I. Artificial Intelligence (2001)
Cats & Dogs (2001)
Scary Movie 2 (2001)
Another Woman (1988)
The Cannonball Run (1981)
Final Fantasy: The Spirits Within (2001)
Legally Blonde (2001)
Cocktail (1988)
The Land Before Time (1988)
Return of the Living Dead II (1988)
Black Rain (1989)
Harlem Nights (1989)
Jurassic Park III (2001)
America's Sweethearts (2001)
Ghost World (2001)
Planet of the Apes (2001)
Sea of Love (1989)
Uncle Buck (1989)
The War of the Roses (1989)
The Princess Diaries (2001)
American Pie 2 (2001)
Rat Race (2001)
Jeepers Creepers (2001)
Rock Star (2001)
Glitter (2001)
Training Day (2001)
Don't Say a Word (2001)
Joy Ride (2001)
Serendipity (2001)
Bandits (1997)
From Hell (2001)
Riding in Cars with Boys (2001)
K-PAX (2001)
Thir13en Ghosts (2001)
Donnie Darko (2001)
Life as a House (2001)
"Monsters, Inc. (2001)"
The One (2001)
Shallow Hal (2001)
In the Bedroom (2001)
Behind Enemy Lines (2001)
Ocean's Eleven (2001)
Not Another Teen Movie (2001)
Vanilla Sky (2001)
The Royal Tenenbaums (2001)
Jimmy Neutron: Boy Genius (2001)
Kate & Leopold (2001)
A Beautiful Mind (2001)
Ali (2001)
Black Hawk Down (2001)
Gosford Park (2001)
I Am Sam (2001)
Another 48 Hrs. (1990)
Dragonslayer (1981)
Conan the Destroyer (1984)
Dragon: The Bruce Lee Story (1993)
The Mothman Prophecies (2002)
Collateral Damage (2002)
Crossroads (2002)
John Q (2002)
Peter Pan 2: Return to Never Land (2002)
The Good Son (1993)
Dragonfly (2002)
40 Days and 40 Nights (2002)
We Were Soldiers (2002)
The Time Machine (2002)
Ice Age (2002)
Showtime (2002)
Smokey and the Bandit (1977)
Panic Room (2002)
The Rookie (2002)
High Crimes (2002)
Changing Lanes (2002)
The Sweetest Thing (2002)
Three Men and a Baby (1987)
The Scorpion King (2002)
Spider-Man (2002)
Star Wars: Episode II - Attack of the Clones (2002)
Enough (2002)
Insomnia (2002)
Spirit: Stallion of the Cimarron (2002)
Thirteen Conversations About One Thing (2001)
The Sum of All Fears (2002)
Bad Company (2002)
Divine Secrets of the Ya-Ya Sisterhood (2002)
The Bourne Identity (2002)
Scooby-Doo (2002)
Windtalkers (2002)
Lilo & Stitch (2002)
Minority Report (2002)
Mr. Deeds (2002)
Like Mike (2002)
Men in Black II (2002)
Reign of Fire (2002)
Road to Perdition (2002)
Halloween: Resurrection (2002)
Eight Legged Freaks (2002)
Stuart Little 2 (2002)
Austin Powers in Goldmember (2002)
Signs (2002)
Spy Kids 2: Island of Lost Dreams (2002)
xXx (2002)
The Adventures of Pluto Nash (2002)
Blue Crush (2002)
One Hour Photo (2002)
Hot Shots! (1991)
Down and Out in Beverly Hills (1986)
Barbershop (2002)
The Banger Sisters (2002)
Secretary (2002)
Sweet Home Alabama (2002)
The Tuxedo (2002)
Below (2002)
Punch-Drunk Love (2002)
Abandon (2002)
The Ring (2002)
Naqoyqatsi (2002)
Saturday Night Fever (1977)
All Night Long (1981)
Ghost Ship (2002)
Jackass: The Movie (2002)
I Spy (2002)
The Santa Clause 2 (2002)
8 Mile (2002)
Solaris (2002)
Treasure Planet (2002)
They (2002)
Analyze That (2002)
Equilibrium (2002)
Maid in Manhattan (2002)
Star Trek: Nemesis (2002)
About Schmidt (2002)
Gangs of New York (2002)
Two Weeks Notice (2002)
The Wild Thornberrys Movie (2002)
Catch Me If You Can (2002)
Chicago (2002)
The Hours (2002)
Just Married (2003)
Kangaroo Jack (2003)
Darkness Falls (2003)
Final Destination 2 (2003)
The Recruit (2003)
Firefox (1982)
How to Lose a Guy in 10 Days (2003)
Shanghai Knights (2003)
Daredevil (2003)
The Jungle Book 2 (2003)
The Life of David Gale (2003)
Old School (2003)
Cradle 2 the Grave (2003)
Bringing Down the House (2003)
Tears of the Sun (2003)
The Hunted (2003)
Boat Trip (2002)
Dreamcatcher (2003)
The Core (2003)
What a Girl Wants (2003)
A Man Apart (2003)
Phone Booth (2002)
Anger Management (2003)
Better Luck Tomorrow (2002)
Ghosts of the Abyss (2003)
House of 1000 Corpses (2003)
Bulletproof Monk (2003)
Holes (2003)
Legal Eagles (1986)
The Other Side of Heaven (2001)
Confidence (2003)
Identity (2003)
Lizzie McGuire (2003)
Daddy Day Care (2003)
The Matrix Reloaded (2003)
Down with Love (2003)
Bruce Almighty (2003)
The In-Laws (2003)
Finding Nemo (2003)
The Italian Job (2003)
Wrong Turn (2003)
2 Fast 2 Furious (2003)
Dumb and Dumberer: When Harry Met Lloyd (2003)
Rugrats Go Wild (2003)
Charlie's Angels: Full Throttle (2003)
Hulk (2003)
"Legally Blonde 2: Red, White & Blonde (2003)"
Sinbad: Legend of the Seven Seas (2003)
Terminator 3: Rise of the Machines (2003)
Pirates of the Caribbean: The Curse of the Black Pearl (2003)
The League of Extraordinary Gentlemen (2003)
Bad Boys II (2003)
Lara Croft Tomb Raider: The Cradle of Life (2003)
Seabiscuit (2003)
Spy Kids 3-D: Game Over (2003)
American Wedding (2003)
Freaky Friday (2003)
S.W.A.T. (2003)
Open Range (2003)
Agent Cody Banks (2003)
Tremors (1990)
Commando (1985)
My Boss's Daughter (2003)
Jeepers Creepers 2 (2003)
Cabin Fever (2002)
Matchstick Men (2003)
Once Upon a Time in Mexico (2003)
Lost in Translation (2003)
Day of the Dead (1985)
Anything Else (2003)
Underworld (2003)
The Rundown (2003)
Under the Tuscan Sun (2003)
Beethoven's 2nd (1993)
Sleeping with the Enemy (1991)
School of Rock (2003)
Mystic River (2003)
Intolerable Cruelty (2003)
Kill Bill: Vol. 1 (2003)
Runaway Jury (2003)
The Texas Chainsaw Massacre (2003)
Pieces of April (2003)
Scary Movie 3 (2003)
Tierra de osos (2003)
Elephant (2003)
Shattered Glass (2003)
The Matrix Revolutions (2003)
Elf (2003)
Master and Commander: The Far Side of the World (2003)
The Cat in the Hat (2003)
Gothika (2003)
21 Grams (2003)
The Haunted Mansion (2003)
Timeline (2003)
Kindergarten Cop (1990)
Presumed Innocent (1990)
The Secret of My Success (1987)
Nothing to Lose (1997)
Dragnet (1987)
Honey (2003)
The Last Samurai (2003)
Big Fish (2003)
Something's Gotta Give (2003)
Stuck on You (2003)
Mona Lisa Smile (2003)
Cheaper by the Dozen (2003)
Paycheck (2003)
Along Came Polly (2004)
Torque (2004)
The Butterfly Effect (2004)
Win a Date with Tad Hamilton! (2004)
Barbershop 2: Back in Business (2004)
50 First Dates (2004)
Against the Ropes (2004)
The Passion of the Christ (2004)
Dirty Dancing: Havana Nights (2004)
Hidalgo (2004)
Starsky & Hutch (2004)
Secret Window (2004)
Dawn of the Dead (2004)
Eternal Sunshine of the Spotless Mind (2004)
Taking Lives (2004)
The Ladykillers (2004)
Scooby-Doo 2: Monsters Unleashed (2004)
Hellboy (2004)
Home on the Range (2004)
The Prince and Me (2004)
The Alamo (2004)
Ella Enchanted (2004)
Kill Bill: Vol. 2 (2004)
13 Going on 30 (2004)
Man on Fire (2004)
Mean Girls (2004)
Troy (2004)
*batteries not included (1987)
Night of the Living Dead (1990)
Purple Rain (1984)
Shrek 2 (2004)
The Day After Tomorrow (2004)
Saved! (2004)
The Chronicles of Riddick (2004)
Garfield (2004)
The Stepford Wives (2004)
Napoleon Dynamite (2004)
Around the World in 80 Days (2004)
Dodgeball: A True Underdog Story (2004)
The Terminal (2004)
White Chicks (2004)
The Notebook (2004)
Fahrenheit 9/11 (2004)
Spider-Man 2 (2004)
Before Sunset (2004)
King Arthur (2004)
Anchorman: The Legend of Ron Burgundy (2004)
A Cinderella Story (2004)
"I, Robot (2004)"
The Bourne Supremacy (2004)
Catwoman (2004)
A Home at the End of the World (2004)
The Manchurian Candidate (2004)
The Village (2004)
Garden State (2004)
Collateral (2004)
The Princess Diaries 2: Royal Engagement (2004)
Alien vs. Predator (2004)
Without a Paddle (2004)
Exorcist: The Beginning (2004)
Anacondas: The Hunt for the Blood Orchid (2004)
Vanity Fair (2004)
Cellular (2004)
Sky Captain and the World of Tomorrow (2004)
The Forgotten (2004)
Shark Tale (2004)
Ladder 49 (2004)
Taxi (2004)
Shall We Dance (2004)
Surviving Christmas (2004)
The Grudge (2004)
Sideways (2004)
Saw (2004)
Ray (2004)
The Incredibles (2004)
The Polar Express (2004)
After the Sunset (2004)
Finding Neverland (2004)
National Treasure (2004)
The SpongeBob SquarePants Movie (2004)
Alexander (2004)
Christmas with the Kranks (2004)
Closer (2004)
Ocean's Twelve (2004)
Blade: Trinity (2004)
""
Choose Me (1984)
Mishima: A Life in Four Chapters (1985)
Killer Klowns from Outer Space (1988)
Darkness (2002)
Open Water (2003)
The Ring Two (2005)
A Scanner Darkly (2006)
Million Dollar Baby (2004)
The Life Aquatic with Steve Zissou (2004)
Meet the Fockers (2004)
The Merchant of Venice (2004)
Racing Stripes (2005)
Coach Carter (2005)
Are We There Yet? (2005)
Boogeyman (2005)
The Wedding Date (2005)
Hitch (2005)
Pooh's Heffalump Movie (2005)
Constantine (2005)
Son of the Mask (2005)
Man of the House (2005)
Diary of a Mad Black Woman (2005)
Be Cool (2005)
Hostage (2005)
Robots (2005)
Miss Congeniality 2: Armed & Fabulous (2005)
Guess Who (2005)
Sin City (2005)
The Amityville Horror (2005)
xXx: State of the Union (2005)
Crash (2004)
Star Wars: Episode III - Revenge of the Sith (2005)
Monster-in-Law (2005)
Madagascar (2005)
The Longest Yard (2005)
Cinderella Man (2005)
The Sisterhood of the Traveling Pants (2005)
Mr. & Mrs. Smith (2005)
The Adventures of Sharkboy and Lavagirl 3-D (2005)
Batman Begins (2005)
Herbie Fully Loaded (2005)
Bewitched (2005)
War of the Worlds (2005)
Dark Water (2005)
Fantastic Four (2005)
Wedding Crashers (2005)
The Island (2005)
Bad News Bears (2005)
The Devil's Rejects (2005)
Sky High (2005)
Stealth (2005)
Serenity (2005)
The Dukes of Hazzard (2005)
Junebug (2005)
Four Brothers (2005)
The Great Raid (2005)
The 40-Year-Old Virgin (2005)
Red Eye (2005)
The Brothers Grimm (2005)
The Cave (2005)
Just Like Heaven (2005)
Lord of War (2005)
Cry Wolf (2005)
The Exorcism of Emily Rose (2005)
Flightplan (2005)
Corpse Bride (2005)
Into the Blue (2005)
Kiss Kiss Bang Bang (2005)
Brokeback Mountain (2005)
Elizabethtown (2005)
The Legend of Zorro (2005)
The Weather Man (2005)
Saw II (2005)
Jarhead (2005)
Syriana (2005)
Derailed (2005)
Walk the Line (2005)
Rent (2005)
Zathura: A Space Adventure (2005)
Bee Season (2005)
"Yours, Mine & Ours (2005)"
Memoirs of a Geisha (2005)
The Family Stone (2005)
Transamerica (2005)
Rumor Has It... (2005)
Cheaper by the Dozen 2 (2005)
Fun with Dick and Jane (2005)
The New World (2005)
Hostel (2005)
Hoodwinked! (2005)
Underworld: Evolution (2006)
Annapolis (2006)
Big Momma's House 2 (2006)
Nanny McPhee (2005)
Final Destination 3 (2006)
The Pink Panther (2006)
Curious George (2006)
Firewall (2006)
When a Stranger Calls (2006)
Eight Below (2006)
Date Movie (2006)
Madea's Family Reunion (2006)
Ultraviolet (2006)
16 Blocks (2006)
Failure to Launch (2006)
Ice Age: The Meltdown (2006)
V for Vendetta (2005)
She's the Man (2006)
Inside Man (2006)
The Hills Have Eyes (2006)
The Shaggy Dog (2006)
Take the Lead (2006)
Stay Alive (2006)
Scary Movie 4 (2006)
The Sentinel (2006)
American Dreamz (2006)
Mission: Impossible III (2006)
United 93 (2006)
Over the Hedge (2006)
Poseidon (2006)
The Da Vinci Code (2006)
The Break-Up (2006)
Peaceful Warrior (2006)
Cars (2006)
The Omen (2006)
Nacho Libre (2006)
The Lake House (2006)
Click (2006)
The Devil Wears Prada (2006)
Pirates of the Caribbean: Dead Man's Chest (2006)
"You, Me and Dupree (2006)"
Lady in the Water (2006)
My Super Ex-Girlfriend (2006)
Marie Antoinette (2006)
Who Killed the Electric Car? (2006)
The Fast and the Furious: Tokyo Drift (2006)
Superman Returns (2006)
Little Miss Sunshine (2006)
Little Man (2006)
Monster House (2006)
Snakes on a Plane (2006)
Talladega Nights: The Ballad of Ricky Bobby (2006)
Night at the Museum (2006)
World Trade Center (2006)
Miami Vice (2006)
The Pursuit of Happyness (2006)
John Tucker Must Die (2006)
The Ant Bully (2006)
Barnyard (2006)
Step Up (2006)
Accepted (2006)
The Illusionist (2006)
Beerfest (2006)
The Covenant (2006)
Sherrybaby (2006)
Apocalypto (2006)
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
The Guardian (2006)
Open Season (2006)
The Departed (2006)
The Texas Chainsaw Massacre: The Beginning (2006)
The Grudge 2 (2006)
One Night with the King (2006)
Little Children (2006)
Shortbus (2006)
Children of Men (2006)
The Prestige (2006)
Flags of Our Fathers (2006)
Saw III (2006)
The Santa Clause 3: The Escape Clause (2006)
The Return (2006)
Happy Feet (2006)
Deja Vu (2006)
Bobby (2006)
The Holiday (2006)
Harsh Times (2005)
The Nativity Story (2006)
Blood Diamond (2006)
Eragon (2006)
Rocky Balboa (2006)
Fur: An Imaginary Portrait of Diane Arbus (2006)
The Good Shepherd (2006)
Dreamgirls (2006)
The Good German (2006)
Letters from Iwo Jima (2006)
Happily N'Ever After (2006)
Stomp the Yard (2007)
The Hitcher (2007)
Bridge to Terabithia (2007)
Killer of Sheep (1978)
Epic Movie (2007)
Norbit (2007)
Ratatouille (2007)
Ghost Rider (2007)
Music and Lyrics (2007)
Reno 911!: Miami (2007)
Black Snake Moan (2006)
Factory Girl (2006)
Next (2007)
Zodiac (2007)
300 (2006)
Premonition (2007)
Dead Silence (2007)
Reign Over Me (2007)
Shooter (2007)
The Hills Have Eyes 2 (2007)
The Lookout (2007)
Blades of Glory (2007)
The Reaping (2007)
Meet the Robinsons (2007)
Seraphim Falls (2006)
Perfect Stranger (2007)
Disturbia (2007)
Vacancy (2007)
Spider-Man 3 (2007)
Knocked Up (2007)
Hairspray (2007)
Shrek the Third (2007)
Pirates of the Caribbean: At World's End (2007)
Gracie (2007)
Ocean's Thirteen (2007)
Hostel: Part II (2007)
Surf's Up (2007)
Fantastic Four: Rise of the Silver Surfer (2007)
Nancy Drew (2007)
Rescue Dawn (2006)
